User Id	Post ID	Post Type
5015595	47944876	question
4281779	47944876	answer
2560539	47944876	answer
6546151	41421250	question
4573410	41421250	answer
6572922	41421250	answer
3817083	24635896	question
1077233	24635896	answer
1428241	24635896	answer
654994	6005836	question
638649	6005836	answer
419970	6005836	answer
1923179	18934298	question
1014032	18934298	answer
454533	18934298	answer
2802163	18934298	answer
7684942	44309731	question
4336685	44309731	answer
2904249	44309731	answer
4635579	37380965	question
4262148	37380965	answer
4735105	34120588	question
2827823	34120588	answer
2792819	34120588	answer
3522687	33509313	question
508355	33509313	answer
3522687	33509313	answer
1738328	33509313	answer
5831005	49307876	question
2367096	49307876	answer
5716477	48538319	question
9097183	48538319	answer
6275215	36971297	question
3317022	36971297	answer
5661019	34424821	question
5656059	34424821	answer
6108371	41791236	question
6583140	41791236	answer
5050263	41791236	answer
2151050	41791236	answer
4602228	41791236	answer
7303174	41791236	answer
4025572	41791236	answer
4423636	41791236	answer
9382	47319525	question
2973474	47319525	answer
1891677	47319525	answer
5374560	47319525	answer
4983469	37572858	question
695833	37572858	answer
4690716	37572858	answer
4130165	37572858	answer
6278923	37572858	answer
4684797	35173084	question
5659190	35173084	answer
3540027	35173084	answer
462627	35173084	answer
1961248	35173084	answer
3219157	35173084	answer
4533291	28369962	question
1021703	28369962	answer
519413	28369962	answer
7903731	43858436	question
3377049	43858436	answer
5641669	43858436	answer
1123505	43858436	answer
5818302	36166768	question
5545315	36166768	answer
3792090	36166768	answer
1066197	27882156	question
3969161	27882156	answer
2883651	27882156	answer
110282	4923285	question
349326	4923285	answer
528262	4923285	answer
480513	4923285	answer
2218509	27642278	question
3190165	27642278	answer
1340674	27642278	answer
3943125	27642278	answer
2573335	27642278	answer
1457726	17552607	question
2487355	17552607	answer
128165	17552607	answer
1112154	17552607	answer
5673922	46350183	question
2929632	46350183	answer
8620333	46350183	answer
1561346	33037037	question
2074346	33037037	answer
3607726	30491423	question
3903374	30491423	answer
4908989	30491423	answer
2945958	29034187	question
3889449	29034187	answer
4572668	29034187	answer
1043706	24290472	question
3375368	24290472	answer
2333214	24290472	answer
1544003	24290472	answer
1756130	24290472	answer
2072908	24290472	answer
1876473	24290472	answer
2732875	24090595	question
3693099	24090595	answer
2005622	23127477	question
1400370	23127477	answer
2810940	18981122	question
114251	18981122	answer
729789	6351042	question
417562	6351042	answer
719312	6351042	answer
8064006	44176389	question
2315360	44176389	answer
4635579	37370967	question
5204681	37370967	answer
4426074	37370967	answer
6321150	37370967	answer
735239	34954689	question
4733161	34954689	answer
4987197	34954689	answer
4253848	29857565	question
3389866	29857565	answer
4830176	29857565	answer
949476	29857565	answer
7721665	44430616	question
2932476	44430616	answer
3895033	44430616	answer
7591175	42337064	question
1950503	42337064	answer
4849258	42337064	answer
5069132	39216341	question
6471733	39216341	answer
6715237	39216341	answer
5813068	38004034	question
5858627	38004034	answer
2474466	38004034	answer
2363199	34908353	question
521952	34908353	answer
854246	34908353	answer
1132354	34908353	answer
5609116	33943881	question
4810109	33943881	answer
3385827	33943881	answer
5262198	32193380	question
5258183	32193380	answer
4799758	30231943	question
985399	30231943	answer
1021703	30231943	answer
2106609	29855533	question
3389866	29855533	answer
4429401	28160409	question
3978693	28160409	answer
4182216	28160409	answer
4466092	28160409	answer
3756781	26182437	question
4106356	26182437	answer
2315558	26182437	answer
2361991	22925933	question
965051	22925933	answer
756500	20327595	question
3118450	20327595	answer
3025259	20327595	answer
1567176	20327595	answer
2695742	20327595	answer
821952	11830083	question
887728	11830083	answer
1322469	11830083	answer
695749	11830083	answer
1171241	11830083	answer
10716939	54593947	question
2943218	54593947	answer
7246191	44804325	question
6932159	44804325	answer
7945532	44804325	answer
4704969	40889554	question
4305494	40889554	answer
6774235	39618446	question
4359569	39618446	answer
5509709	39618446	answer
3549132	37042755	question
2260426	37042755	answer
2526525	37042755	answer
57872	28343746	question
128165	28343746	answer
2585090	27249473	question
3190165	27249473	answer
4003182	27249473	answer
1678406	23744706	question
154112	23744706	answer
8200184	46685527	question
3069503	46685527	answer
3386779	42523729	question
7394630	42523729	answer
5707809	38930310	question
157247	38930310	answer
6438201	38786749	question
5384679	38786749	answer
2610479	38786749	answer
3164682	38786749	answer
3299465	38786749	answer
1335711	23428737	question
2000051	23428737	answer
3589586	23428737	answer
1233788	20638964	question
4000611	20638964	answer
2649769	18462336	question
2539260	18462336	answer
848740	18462336	answer
4671920	35607967	question
2442099	35607967	answer
1585957	35607967	answer
176603	35607967	answer
4050852	35607967	answer
2707010	35607967	answer
5661019	35326343	question
673457	35326343	answer
1679849	35326343	answer
1202386	10562813	question
1584898	10562813	answer
1154893	10562813	answer
157247	10562813	answer
2890876	22324663	question
980799	22324663	answer
965051	22324663	answer
2220391	22324663	answer
2281280	22324663	answer
1672778	13782884	question
1572595	13782884	answer
682030	13782884	answer
1667136	13782884	answer
5611077	41438998	question
1214090	41438998	answer
3420072	41438998	answer
7060669	41438998	answer
3964601	41438998	answer
1749212	14847134	question
1550807	14847134	answer
949476	14847134	answer
1400897	14847134	answer
781020	14847134	answer
2060505	14847134	answer
5337466	43230868	question
5178016	43230868	answer
6054195	36940316	question
4884304	36940316	answer
300996	36940316	answer
1603968	36940316	answer
4907142	32836943	question
4095056	32836943	answer
1755251	32836943	answer
2611329	25918876	question
3406576	25918876	answer
2578037	25918876	answer
1278673	24532381	question
2311841	24532381	answer
2874009	24532381	answer
1094553	24532381	answer
1260245	24532381	answer
1759845	23628052	question
2151351	23628052	answer
3465769	23628052	answer
2416531	23628052	answer
1696560	23628052	answer
1476069	14593063	question
884934	14593063	answer
1548964	11632714	question
1428241	11632714	answer
573218	11632714	answer
1220864	11632714	answer
398431	5292909	question
405143	5292909	answer
6010117	35920090	question
863012	35920090	answer
4639312	35497461	question
2568296	35497461	answer
3570747	35497461	answer
3680657	31641499	question
5140776	31641499	answer
4725625	31641499	answer
1875937	31075979	question
2057445	31075979	answer
2661301	31075979	answer
2231031	31050025	question
1877390	31050025	answer
1118019	10214320	question
704894	10214320	answer
69083	10214320	answer
10626486	53844935	question
4294381	53844935	answer
8505497	53844935	answer
7356888	47727413	question
4540183	47727413	answer
8108219	45268218	question
1548895	45268218	answer
8354151	45268218	answer
3502971	45268218	answer
2542525	45268218	answer
695364	45268218	answer
5664434	45268218	answer
5208460	45268218	answer
1993760	45030277	question
3844188	45030277	answer
462627	45030277	answer
4063617	42576478	question
5740464	42576478	answer
4785333	39759474	question
2423270	39759474	answer
5493076	38081357	question
5493076	38081357	answer
4934560	38081357	answer
1563445	38081357	answer
5873517	36273948	question
1055103	36273948	answer
1573710	31871158	question
3406576	31871158	answer
1055103	31871158	answer
5200780	31871158	answer
3510597	29625047	question
1221792	29625047	answer
3903716	25484787	question
114251	25484787	answer
1374796	19663343	question
623178	19663343	answer
2119651	15136417	question
1144916	15136417	answer
949476	15136417	answer
847135	15136417	answer
1561550	14582507	question
1510393	14582507	answer
1428241	14582507	answer
1231901	11627531	question
702469	11627531	answer
1428241	11627531	answer
1144247	11540703	question
15472	11540703	answer
1428241	11540703	answer
1144247	11537815	question
1428241	11537815	answer
970349	11537815	answer
1496827	11322056	question
1399491	11322056	answer
816620	11322056	answer
10140611	51768666	question
4775645	51768666	answer
4348556	51768666	answer
8974334	50517090	question
8285970	50517090	answer
2872371	50517090	answer
8769474	48826490	question
4764055	48826490	answer
5757843	48826490	answer
4566161	48442582	question
6567275	48442582	answer
6124708	45263435	question
8353019	45263435	answer
6124708	45263435	answer
5647049	45263435	answer
7079025	45263435	answer
7177498	45263435	answer
6527844	44675905	question
2406211	44675905	answer
7654873	44675905	answer
7388434	43637709	question
7919626	43637709	answer
1989960	43637709	answer
6222152	41853645	question
5758328	41853645	answer
3856177	41843690	question
4395287	41843690	answer
1002621	41843690	answer
7461044	41843690	answer
7466829	41843690	answer
6438201	38695109	question
4281779	38695109	answer
6313073	37478317	question
2016836	37478317	answer
2513159	37478317	answer
5395185	36974396	question
4004133	36974396	answer
3299574	35509879	question
1479535	35509879	answer
3624793	34475444	question
3689082	34475444	answer
2680216	34475444	answer
4803173	33111433	question
5437591	33111433	answer
2806996	33111433	answer
5429061	33111433	answer
4848302	32671930	question
4592928	32671930	answer
4671195	32671930	answer
4409650	31158453	question
3425110	31158453	answer
4037707	31158453	answer
5021167	30900457	question
2137269	30900457	answer
4937944	30900457	answer
2277150	27882466	question
468392	27882466	answer
3315133	27882466	answer
2474872	24503852	question
3639582	24503852	answer
3668936	23829720	question
191226	23829720	answer
3650375	23829720	answer
2981058	20168357	question
1582196	20168357	answer
3023877	20168357	answer
1424290	18852253	question
1009413	18852253	answer
2201975	18852253	answer
1272616	18807474	question
49294	18807474	answer
2779757	18807474	answer
408318	18807474	answer
848164	18807474	answer
2457563	17053897	question
856353	17053897	answer
1102574	17053897	answer
410856	9168520	question
410856	9168520	answer
1031569	54075497	question
7393478	54075497	answer
3176303	54075497	answer
372630	45698746	question
7132835	45698746	answer
5681081	39544040	question
157247	39544040	answer
6708287	38913280	question
6304917	38913280	answer
4406522	37928367	question
10352943	37928367	answer
6123284	37928367	answer
1483413	37928367	answer
6385173	37671367	question
1479535	37671367	answer
4178767	37671367	answer
556526	37671367	answer
3801947	37671367	answer
5027061	37058858	question
383904	37058858	answer
5027061	36382108	question
2606013	36382108	answer
4996204	36382108	answer
5152892	36047085	question
2606013	36047085	answer
1760937	35292913	question
5110237	35292913	answer
5894191	35292913	answer
456332	35186256	question
1391671	35186256	answer
5494384	34982088	question
5058679	34982088	answer
5814792	34982088	answer
1030291	33134385	question
2037556	33134385	answer
4021991	32987596	question
5053002	32987596	answer
2031863	32987596	answer
5027061	32389562	question
3386635	32389562	answer
5108384	31889373	question
1055103	31889373	answer
4306798	31889373	answer
5132263	31505558	question
4780390	31505558	answer
4921783	30458010	question
3468982	30458010	answer
278893	29518816	question
278893	29518816	answer
3606004	29445014	question
1451859	29445014	answer
4746418	29445014	answer
3117555	25438358	question
3749553	25438358	answer
144088	23743528	question
8655	23743528	answer
3629257	23743528	answer
3457902	22624457	question
1356145	22624457	answer
2738999	19591241	question
2796349	19591241	answer
1278604	19591241	answer
2747192	18802629	question
2758769	18802629	answer
1051065	18455799	question
2666313	18455799	answer
2788	18455799	answer
657266	15091721	question
1620827	15091721	answer
1651224	54276710	question
1651224	54276710	answer
8051266	44125650	question
5412657	44125650	answer
5872371	42761923	question
5694052	42761923	answer
3870112	42508854	question
4826740	42508854	answer
3523912	42415723	question
7598731	42415723	answer
7594944	42353195	question
7432906	42353195	answer
7366625	41743340	question
519413	41743340	answer
4174195	41463106	question
1176359	41463106	answer
3907658	40140102	question
5545315	40140102	answer
4307429	37221064	question
5285945	37221064	answer
6028607	37221064	answer
6059023	36667759	question
5752562	36667759	answer
2813224	36667759	answer
1053949	36667759	answer
3808794	36390511	question
383904	36390511	answer
5728675	36378410	question
1447509	36378410	answer
5728675	36378410	answer
1079221	36378410	answer
6010117	35927409	question
863012	35927409	answer
5244870	34195775	question
1882699	34195775	answer
1677692	33701368	question
804759	33701368	answer
5539748	33701368	answer
3880396	32492857	question
5315239	32492857	answer
4867993	32492857	answer
2769095	32416567	question
3225108	32416567	answer
4239526	30828160	question
4928759	30828160	answer
4660895	29078701	question
1316698	29078701	answer
3842785	24769070	question
3809630	24769070	answer
2217822	22694224	question
2333214	22694224	answer
2629914	20622241	question
681895	20622241	answer
1724828	19739393	question
1829219	19739393	answer
1305850	14942923	question
1305850	14942923	answer
1156334	14942923	answer
1145578	14942923	answer
1166683	13454876	question
1166683	13454876	answer
410856	9178927	question
1158729	9178927	answer
4997649	33933494	question
3574334	33933494	answer
5053002	33933494	answer
1462830	33933494	answer
1923179	18888924	question
1947677	18888924	answer
1488021	18888924	answer
2590980	18888924	answer
1136371	18888924	answer
2472289	18888924	answer
2660181	18888924	answer
1556487	12311727	question
1402433	12311727	answer
1335954	12311727	answer
676755	12311727	answer
1572095	12311727	answer
1550807	12311727	answer
670396	12311727	answer
741747	12311727	answer
583301	12311727	answer
1645503	12311727	answer
2560241	17523780	question
363341	17523780	answer
6700627	47325644	answer
5477594	45092234	question
6542267	45092234	answer
2848941	45092234	answer
440646	45092234	answer
5641669	45092234	answer
3781199	39060603	question
454780	39060603	answer
3430879	39060603	answer
6683128	39060603	answer
2516529	24880815	question
3859574	24880815	answer
3225004	24880815	answer
3686138	24880815	answer
3856753	24880815	answer
2334320	24880815	answer
6518078	48002300	question
8438534	48002300	answer
4314475	48002300	answer
2297722	48002300	answer
7058735	45656589	question
2419686	45656589	answer
5991278	45656589	answer
2159528	45656589	answer
1784053	45478376	question
8309060	45478376	answer
3588584	45478376	answer
7246191	44933442	question
8250186	44933442	answer
1234260	44933442	answer
4878695	44933442	answer
7940355	44861812	question
1846087	44861812	answer
2542525	44861812	answer
6707521	43128088	question
7222236	43128088	answer
7692672	43128088	answer
7428715	42047012	question
7509039	42047012	answer
6726597	42047012	answer
5161346	42047012	answer
4181180	42047012	answer
3537915	33961718	question
3073244	33961718	answer
4461239	33954655	question
2023066	33954655	answer
3164751	33954655	answer
4909783	32960665	question
2801559	32960665	answer
1190288	23129374	question
3519413	23129374	answer
404335	23129374	answer
265561	23129374	answer
2138752	23129374	answer
2276736	22271471	question
2333214	22271471	answer
2059996	18607835	question
31671	18607835	answer
2668119	18607835	answer
1341418	11539866	question
1428241	11539866	answer
1456376	11539866	answer
7940355	46246471	question
5924562	46246471	answer
5459839	46246471	answer
4028085	46246471	answer
1974790	40543492	question
6680578	40543492	answer
4915375	40543492	answer
5437621	40543492	answer
4265798	34926640	question
5670520	34926640	answer
2754599	34926640	answer
1760937	33068895	question
462627	33068895	answer
1374796	32699321	question
3900153	32699321	answer
5111146	32699321	answer
4505901	31595127	question
3498950	31595127	answer
3903374	30404981	answer
1218380	29140131	question
4478897	29140131	answer
4523203	28311368	question
2065597	28311368	answer
1308757	28311368	answer
983438	23969090	question
2758393	23969090	answer
240613	23969090	answer
2028856	23589052	question
3581423	23589052	answer
2846794	23589052	answer
1169959	23589052	answer
3465076	22667116	question
1289495	22667116	answer
591282	22667116	answer
1414562	22667116	answer
3380148	22272027	question
2211053	22272027	answer
2678538	21966165	question
3223599	21966165	answer
984861	21966165	answer
1318872	15679446	question
1141332	15679446	answer
329788	15679446	answer
1317805	15679446	answer
1350614	10393969	question
986551	10393969	answer
1001563	10393969	answer
12240008	58467292	question
6588621	58467292	answer
6515530	44782647	question
1819684	44782647	answer
2473752	44782647	answer
7630046	43702143	question
3478010	43702143	answer
3275343	43702143	answer
1389622	43702143	answer
7920525	43702143	answer
3504780	43702143	answer
7921161	43702143	answer
1139398	39468262	question
4946364	39468262	answer
1008823	39185697	question
575828	39185697	answer
3967255	39185697	answer
6275579	39114369	question
6104489	39114369	answer
3713857	39114369	answer
6694980	39114369	answer
6741739	39114369	answer
4363387	38290694	question
6315719	38290694	answer
1960455	38290694	answer
4541434	35187321	question
5834064	35187321	answer
4864334	34648551	question
1250860	34648551	answer
114251	34648551	answer
3715390	32005025	question
109392	32005025	answer
5122581	32005025	answer
5123400	31561987	question
4437396	31561987	answer
4690741	31561987	answer
3480602	31561987	answer
1116783	31217241	question
4696809	31217241	answer
4867993	31217241	answer
4331819	31182040	question
3586768	31182040	answer
5064908	31182040	answer
649504	31182040	answer
4222861	30334018	question
754119	30334018	answer
1130119	30334018	answer
3700849	30334018	answer
1027620	29950744	question
1535827	29950744	answer
3235483	28911430	question
2700880	28911430	answer
3581423	28911430	answer
629127	28320798	question
3526422	28320798	answer
3486430	26446498	question
3905567	26446498	answer
1767759	22697452	question
845059	22697452	answer
3140707	21415988	question
3213225	21415988	answer
422203	21415988	answer
1053949	20408882	question
2093626	20408882	answer
2339984	19495926	question
1921385	19495926	answer
1401094	19495926	answer
1165535	19495926	answer
2772605	19407915	question
2208058	19407915	answer
2266713	19407915	answer
1198939	11630773	question
1428241	11630773	answer
808891	7824368	question
950669	7824368	answer
114696	4596012	question
33560	4596012	answer
34088	4596012	answer
1328888	57372502	question
7137890	57372502	answer
1959054	57372502	answer
8964633	49580666	question
1179077	49580666	answer
7069608	49116109	question
438581	49116109	answer
6928258	47408143	question
8325653	47408143	answer
8420023	46902092	question
3527465	46902092	answer
4659098	46902092	answer
8061998	45655749	question
2801559	45655749	answer
7043325	45017935	question
7043325	45017935	answer
8086411	44262560	question
5835777	44262560	answer
2354493	44262560	answer
4332480	44083298	question
4315422	44083298	answer
8033577	44083298	answer
7099639	44003604	question
7099639	44003604	answer
1336174	44003604	answer
6749771	43920468	question
7011496	43920468	answer
7809774	43866791	question
3132019	43866791	answer
194533	43866791	answer
5844782	43360031	question
7773896	43360031	answer
6808999	43360031	answer
7645429	43360031	answer
6554121	43360031	answer
7814912	43210637	question
383904	43210637	answer
3042018	43119663	question
7692672	43119663	answer
7725231	42973918	question
3275665	42973918	answer
7298899	42864661	question
5273689	42864661	answer
705725	42679075	question
8093451	42679075	answer
5872371	42646693	question
4189897	42646693	answer
3849536	42646693	answer
7650542	42646693	answer
7289427	41421129	question
5524992	41421129	answer
6558959	41421129	answer
4731885	41177299	question
2159528	41177299	answer
6166930	39825507	question
6386166	39825507	answer
1278987	39825507	answer
4282529	39706411	question
2158878	39706411	answer
4555964	39706411	answer
1636876	39473414	question
3914724	39473414	answer
6401008	39460496	question
1087910	39460496	answer
5619896	38821394	question
5200704	38821394	answer
768795	38821394	answer
6330628	38317233	question
2801559	38317233	answer
1927618	38317233	answer
1052826	38317233	answer
6461911	38110678	question
1447509	38110678	answer
5010192	38095409	question
6374028	38095409	answer
2065039	38095409	answer
5331601	37692282	question
5340535	37692282	answer
3732711	37344854	question
3971928	37344854	answer
5061865	35819041	question
1918890	35819041	answer
5889751	35607274	question
4050852	35607274	answer
568503	35149431	question
1799096	35149431	answer
4864334	34816056	question
4912716	34816056	answer
580950	34516747	question
336441	34516747	answer
3914509	33673815	question
5539577	33673815	answer
3002426	33673815	answer
2308024	33622544	question
2232458	33622544	answer
1243086	33622544	answer
3967113	33539640	question
2851301	33539640	answer
629127	33366535	question
2991619	33366535	answer
3422159	33356593	question
3258604	33356593	answer
4635579	32879073	question
4941993	32879073	answer
1828235	32879073	answer
1721367	31969152	question
2991619	31969152	answer
2057387	31839781	question
4114907	31839781	answer
4844421	31839781	answer
4933137	30991562	question
5037740	30991562	answer
611293	30991562	answer
421163	30991562	answer
3973105	30991562	answer
3740894	30943912	question
557748	30943912	answer
4837417	30375085	question
4157279	30375085	answer
2500177	29341938	question
1143572	29341938	answer
4289616	29153802	question
2992220	29153802	answer
4637160	28983430	question
201078	28983430	answer
4637160	28983430	answer
238310	28983430	answer
1143622	28983430	answer
519413	28983430	answer
4429401	28202811	question
2476755	28202811	answer
1269907	27988268	question
3113558	27988268	answer
1585362	27988268	answer
2936448	27083494	question
2173853	27083494	answer
2279078	26248390	question
114251	26248390	answer
2089267	26246701	question
3943125	26246701	answer
3077601	26224702	question
3577767	26224702	answer
3330034	25942730	question
242076	25942730	answer
3817050	25041296	question
3817050	25041296	answer
1433150	25041296	answer
1379292	24818216	question
2540625	24818216	answer
2064800	24772704	question
2064800	24772704	answer
1218380	24020035	question
2594702	24020035	answer
1613047	23707602	question
3637307	23707602	answer
1150599	23177619	question
1249198	23177619	answer
2533082	22894244	question
3324060	22894244	answer
3221708	21732297	question
870949	21732297	answer
2993986	21732297	answer
1330455	21607723	question
3041194	21607723	answer
2665236	20289000	question
805003	20289000	answer
2329962	20289000	answer
3049246	20289000	answer
2804469	20024247	question
563535	20024247	answer
2999947	20024247	answer
2763154	19505959	question
255376	19505959	answer
2875477	19342422	question
2049063	19342422	answer
2875033	19342422	answer
1110621	18613107	question
1921385	18613107	answer
3575029	18613107	answer
1032650	14571793	question
815386	14571793	answer
1459299	14571793	answer
1926956	14151593	question
1729773	14151593	answer
840604	14151593	answer
675065	12121183	question
1614825	12121183	answer
1125062	10646112	question
1125062	10646112	answer
257182	10646112	answer
575527	10646112	answer
1148619	9687614	question
1265216	9687614	answer
1096998	9374228	question
507784	9374228	answer
1193055	9374228	answer
696465	9037524	question
1019753	9037524	answer
752738	9037524	answer
398431	5312707	question
653882	5312707	answer
637740	5312707	answer
513021	5312707	answer
11469969	56236905	question
9108165	56236905	answer
7947246	52896952	question
1354685	52896952	answer
10140611	51544880	question
8073040	51544880	answer
9822065	51419069	question
3571366	51419069	answer
9968719	51194979	question
9968719	51194979	answer
6423904	50009723	question
5177045	50009723	answer
5535040	50009723	answer
9386839	48890091	question
7056686	48890091	answer
8634006	48845848	question
5340347	48845848	answer
8620333	48845848	answer
9313899	48613056	question
695364	48613056	answer
5010770	48250373	question
6460365	48250373	answer
9063677	48068654	question
9148822	48068654	answer
5225334	48068654	answer
8906381	47178871	question
8380177	47178871	answer
6813005	46322248	question
590373	46322248	answer
3212723	46322248	answer
8507117	46143903	question
5490908	46143903	answer
6728630	45809366	question
2427065	45809366	answer
7563449	45513181	question
8427082	45513181	answer
4051713	45513181	answer
4297979	45271622	question
46914	45271622	answer
3569413	45178735	question
5641669	45178735	answer
7996196	45178735	answer
8089014	44378363	question
6247556	44378363	answer
7786344	43836921	question
7104346	43836921	answer
7152885	43836921	answer
7826395	43253793	question
4768433	43253793	answer
7719592	43253793	answer
7737117	42893772	question
7737117	42893772	answer
7717626	42893772	answer
7559344	42609312	question
6637228	42609312	answer
7632450	42497619	question
431859	42497619	answer
6696904	41552364	question
7091398	41552364	answer
5900689	41195498	question
374601	41195498	answer
7278812	41082678	question
2428889	41082678	answer
6436398	41082678	answer
4704969	40909212	question
4124227	40909212	answer
746736	40909212	answer
7208831	40801399	question
7208831	40801399	answer
7207330	40795871	question
2720743	40795871	answer
7108103	40795871	answer
4885784	40795871	answer
4640719	39945225	question
6555896	39945225	answer
3634506	39916568	question
6935327	39916568	answer
6923084	39861093	question
2893878	39861093	answer
6845164	39557685	question
996100	39557685	answer
6222152	39250023	question
2587784	39250023	answer
5790498	39250023	answer
6653823	38940063	question
6653823	38940063	answer
2437790	38940063	answer
6501933	38045000	question
2238940	38045000	answer
4147978	38045000	answer
4400252	37974237	question
4400252	37974237	answer
4506154	37265294	question
2863319	37265294	answer
4381665	37263021	question
1601698	37263021	answer
5425885	37174939	question
1365104	37174939	answer
2216919	37057215	question
46588	37057215	answer
1752518	37057215	answer
5027061	35594207	question
2865792	35594207	answer
4021991	35594207	answer
5902266	35387272	question
5902266	35387272	answer
1429980	35387272	answer
419425	34904333	question
1079913	34904333	answer
5812048	34885017	question
5812048	34885017	answer
5762524	34677033	question
3923665	34677033	answer
4255447	34677033	answer
2024493	33706160	question
2024493	33706160	answer
4972993	33667691	question
4336761	33667691	answer
1570524	33095784	question
5118056	33095784	answer
1760937	33065208	question
4242163	33065208	answer
5231186	33065208	answer
1038814	32898200	question
568162	32898200	answer
794749	32898200	answer
1166642	32898200	answer
1242389	32898200	answer
5369127	32800461	question
4592928	32800461	answer
4634937	32302914	question
1376624	32302914	answer
2805519	32302914	answer
4534860	32296273	question
4365315	32296273	answer
1893672	32291005	question
5285945	32291005	answer
4853130	31603115	question
5037551	31603115	answer
1218781	31469297	question
4179776	31469297	answer
1280391	31063417	question
1299073	31063417	answer
1280391	31063417	answer
3819449	30917668	question
2801559	30917668	answer
561429	30917668	answer
5002838	30917668	answer
2116097	30917668	answer
4932412	30825880	question
1582029	30825880	answer
4785333	30443786	question
500298	30443786	answer
4908989	30443786	answer
3730179	29480730	question
4756106	29480730	answer
3634173	29397919	question
4515956	29397919	answer
3815092	29397919	answer
2313464	29376053	question
1659277	29376053	answer
2302662	28776663	question
4603285	28776663	answer
4443442	28665828	question
2902208	28665828	answer
2851618	28658057	question
1496715	28658057	answer
4562144	28523633	question
4171115	28523633	answer
3405502	27655950	question
586051	27655950	answer
4390303	27640556	question
1240972	27640556	answer
2498890	27378827	question
2260946	27378827	answer
1428241	27378827	answer
3542254	26036741	question
4055525	26036741	answer
1424667	25478511	question
1375710	25478511	answer
2751134	24938377	question
798539	24938377	answer
1880580	24843636	question
1880580	24843636	answer
3180638	23961572	question
789001	23961572	answer
208081	23344231	question
2689500	23344231	answer
2904881	23031777	question
395910	23031777	answer
2498890	22489178	question
1265216	22489178	answer
249867	22489178	answer
1074005	22101090	question
3170478	22101090	answer
463205	22101090	answer
2363481	22018095	question
449455	22018095	answer
2872460	21798929	question
3041194	21798929	answer
3243173	21489373	question
5919316	21489373	answer
2482557	21489373	answer
3243173	21449184	question
2721388	21449184	answer
1844763	21449184	answer
1006605	21006536	question
1727038	21006536	answer
3137631	20822225	question
2065702	20822225	answer
2952757	20437387	question
926594	20437387	answer
260640	20437387	answer
3075664	20437387	answer
2201975	20323238	question
2026065	20323238	answer
1650757	20139393	question
2876280	20139393	answer
2513846	20122507	question
2914742	20122507	answer
2746178	19527705	question
2588368	19527705	answer
2822337	19339029	question
949744	19339029	answer
2248259	19017569	question
2323059	19017569	answer
1488814	18951678	question
114251	18951678	answer
1723626	18951678	answer
