Tags	Asker Reputation	Asker Id	User type	Profile Image	Asker Name	Link to Asker	Is Answered	View Count	Answer Count	Score	last_activity_date	creation_date	last_edit_date	Question Id	link	Title	Answerer reputation	Answerer Id	Answerer user_type	Answerer accept rate	Answerer profile_image	Answerer Name	Answerer link	Is Accepted	Answerer score	last_activity_date	last_edit_date	creation_date	Answer_id	Question_id
['javascript', 'jquery', 'css', 'html5', 'animation']	84934	707381	registered	https://www.gravatar.com/avatar/439db9ac83f4ea14a904390900ec6634?s=128&d=identicon&r=PG	Randomblue	https://stackoverflow.com/users/707381/randomblue	True	2155	2	15	1337538613	1336642833	1337538613	10531322	https://stackoverflow.com/questions/10531322/animating-a-changing-ranking-table	Animating a changing ranking table	2959	1070844	registered	88	https://www.gravatar.com/avatar/d61450d287a3e01ec7d025d249800c86?s=128&d=identicon&r=PG	Daniele B	https://stackoverflow.com/users/1070844/daniele-b	True	8	1336643134	1495535683	1336643134	10531422	10531322
['javascript', 'jquery', 'html', 'css', 'animation']	2183	3743069	registered	https://i.stack.imgur.com/GkeJH.png?s=128&g=1	wordSmith	https://stackoverflow.com/users/3743069/wordsmith	True	14327	1	12	1469118797	1414205738	1469118797	26558916	https://stackoverflow.com/questions/26558916/draw-a-check-mark-css-animation-from-left-down-to-right-up	Draw a check mark CSS animation from left down to right up	20231	3905567	registered	89	https://i.stack.imgur.com/YMKiE.jpg?s=128&g=1	Weafs.py	https://stackoverflow.com/users/3905567/weafs-py	True	34	1438815203	1438815203	1414224662	26560472	26558916
['javascript', 'jquery', 'html', 'css', 'animation']	6233	2761425	registered	https://www.gravatar.com/avatar/e4c6951078654e01f8e31294982ccc3b?s=128&d=identicon&r=PG&f=1	bryan	https://stackoverflow.com/users/2761425/bryan	True	794	1	10	1458139656	1456864803	1456865544	35733029	https://stackoverflow.com/questions/35733029/cross-browser-animated-gif-on-hover-reverse-when-mouse-leaves	Cross-Browser animated gif on hover &amp; reverse when mouse leaves	4632	4336685	registered	N/A	https://lh3.googleusercontent.com/-eJjcaH37STw/AAAAAAAAAAI/AAAAAAAAAKk/d8_6pgMfpIo/photo.jpg?sz=128	Roumelis George	https://stackoverflow.com/users/4336685/roumelis-george	False	1	1458139656	N/A	1458139656	36039043	35733029
['javascript', 'jquery', 'html', 'css', 'animation']	103	961296	registered	https://www.gravatar.com/avatar/4f90a44fb456c9acc15b8d0244562781?s=128&d=identicon&r=PG	kig	https://stackoverflow.com/users/961296/kig	True	1205	4	9	1512281640	1512059975	1512061482	47578337	https://stackoverflow.com/questions/47578337/css-change-animation-duration-without-jumping	CSS change animation duration without jumping	283	8733589	registered	N/A	https://i.stack.imgur.com/WJmGu.png?s=128&g=1	Akubik	https://stackoverflow.com/users/8733589/akubik	False	2	1512281640	1512281640	1512096558	47585920	47578337
['javascript', 'jquery', 'html', 'css', 'animation']	103	961296	registered	https://www.gravatar.com/avatar/4f90a44fb456c9acc15b8d0244562781?s=128&d=identicon&r=PG	kig	https://stackoverflow.com/users/961296/kig	True	1205	4	9	1512281640	1512059975	1512061482	47578337	https://stackoverflow.com/questions/47578337/css-change-animation-duration-without-jumping	CSS change animation duration without jumping	39420	438581	registered	65	https://www.gravatar.com/avatar/15a0033698497951faf2992ff3e1825c?s=128&d=identicon&r=PG	Brett DeWoody	https://stackoverflow.com/users/438581/brett-dewoody	False	0	1512142123	1512142123	1512104721	47586953	47578337
['javascript', 'jquery', 'html', 'css', 'animation']	103	961296	registered	https://www.gravatar.com/avatar/4f90a44fb456c9acc15b8d0244562781?s=128&d=identicon&r=PG	kig	https://stackoverflow.com/users/961296/kig	True	1205	4	9	1512281640	1512059975	1512061482	47578337	https://stackoverflow.com/questions/47578337/css-change-animation-duration-without-jumping	CSS change animation duration without jumping	2806	4224574	registered	71	https://i.stack.imgur.com/vchK0.png?s=128&g=1	randomguy04	https://stackoverflow.com/users/4224574/randomguy04	False	0	1512074982	N/A	1512074982	47582366	47578337
['javascript', 'jquery', 'html', 'css', 'animation']	103	961296	registered	https://www.gravatar.com/avatar/4f90a44fb456c9acc15b8d0244562781?s=128&d=identicon&r=PG	kig	https://stackoverflow.com/users/961296/kig	True	1205	4	9	1512281640	1512059975	1512061482	47578337	https://stackoverflow.com/questions/47578337/css-change-animation-duration-without-jumping	CSS change animation duration without jumping	15184	691711	registered	91	https://www.gravatar.com/avatar/bf26891a2ec4eca6dd1962a6804f5a40?s=128&d=identicon&r=PG	zero298	https://stackoverflow.com/users/691711/zero298	False	0	1512062153	N/A	1512062153	47579062	47578337
['javascript', 'jquery', 'html', 'css', 'animation']	195	2854582	registered	https://www.gravatar.com/avatar/b757d74d4fd124415912b2cf5e7e7d9b?s=128&d=identicon&r=PG	RoboRob	https://stackoverflow.com/users/2854582/roborob	True	951	1	8	1392484222	1392383465	1392384777	21780360	https://stackoverflow.com/questions/21780360/bullet-time-css-animation-slowdown	Bullet-Time CSS Animation Slowdown	18525	2065702	registered	90	https://i.stack.imgur.com/ra7Pl.jpg?s=128&g=1	Zach Saucier	https://stackoverflow.com/users/2065702/zach-saucier	True	6	1392484222	1392484222	1392423439	21791747	21780360
['javascript', 'jquery', 'html', 'css', 'animation']	496	4253848	registered	https://graph.facebook.com/100001877465512/picture?type=large	Frank Tocci	https://stackoverflow.com/users/4253848/frank-tocci	True	828	2	7	1430067573	1430066669	N/A	29880464	https://stackoverflow.com/questions/29880464/how-to-pause-during-middle-of-animation-transition	How to pause during middle of animation/transition	2100	3988232	registered	N/A	https://www.gravatar.com/avatar/e47523b278f15afd925a473e2ac0b966?s=128&d=identicon&r=PG&f=1	IronFlare	https://stackoverflow.com/users/3988232/ironflare	True	6	1430067573	1430067573	1430067252	29880571	29880464
['javascript', 'jquery', 'html', 'css', 'animation']	496	4253848	registered	https://graph.facebook.com/100001877465512/picture?type=large	Frank Tocci	https://stackoverflow.com/users/4253848/frank-tocci	True	828	2	7	1430067573	1430066669	N/A	29880464	https://stackoverflow.com/questions/29880464/how-to-pause-during-middle-of-animation-transition	How to pause during middle of animation/transition	7168	77501	registered	83	https://www.gravatar.com/avatar/9bf06adf5949fbc6fef2d29403f976e8?s=128&d=identicon&r=PG	Andrew Lavers	https://stackoverflow.com/users/77501/andrew-lavers	False	3	1430067132	N/A	1430067132	29880553	29880464
['javascript', 'jquery', 'html', 'css', 'animation']	5267	1161353	registered	https://i.stack.imgur.com/hyGmY.jpg?s=128&g=1	Blake Plumb	https://stackoverflow.com/users/1161353/blake-plumb	True	868	3	7	1426043688	1356032801	1356037409	13979394	https://stackoverflow.com/questions/13979394/animation-synching-cursor-and-highlight	Animation synching, cursor and highlight	985	3571248	registered	72	https://i.stack.imgur.com/CFi4D.png?s=128&g=1	Hussain Khalil	https://stackoverflow.com/users/3571248/hussain-khalil	False	0	1426043688	N/A	1426043688	28977959	13979394
['javascript', 'jquery', 'html', 'css', 'animation']	5267	1161353	registered	https://i.stack.imgur.com/hyGmY.jpg?s=128&g=1	Blake Plumb	https://stackoverflow.com/users/1161353/blake-plumb	True	868	3	7	1426043688	1356032801	1356037409	13979394	https://stackoverflow.com/questions/13979394/animation-synching-cursor-and-highlight	Animation synching, cursor and highlight	5267	1161353	registered	100	https://i.stack.imgur.com/hyGmY.jpg?s=128&g=1	Blake Plumb	https://stackoverflow.com/users/1161353/blake-plumb	False	1	1356042606	1356042606	1356040972	13981265	13979394
['javascript', 'jquery', 'html', 'css', 'animation']	5267	1161353	registered	https://i.stack.imgur.com/hyGmY.jpg?s=128&g=1	Blake Plumb	https://stackoverflow.com/users/1161353/blake-plumb	True	868	3	7	1426043688	1356032801	1356037409	13979394	https://stackoverflow.com/questions/13979394/animation-synching-cursor-and-highlight	Animation synching, cursor and highlight	1693	1053949	registered	99	https://www.gravatar.com/avatar/28b4e5847c6cd3ef74005efbde189182?s=128&d=identicon&r=PG&f=1	Dejo Dekic	https://stackoverflow.com/users/1053949/dejo-dekic	True	3	1356035288	N/A	1356035288	13979974	13979394
['javascript', 'jquery', 'html', 'css', 'animation']	149	3164386	registered	https://www.gravatar.com/avatar/cc59a0adadafffae6543235308bb7912?s=128&d=identicon&r=PG&f=1	emersonku	https://stackoverflow.com/users/3164386/emersonku	True	9464	4	6	1458906309	1404196788	1404299966	24503882	https://stackoverflow.com/questions/24503882/the-google-cards-flip-and-grow-effect	The Google card&#39;s &quot;Flip and Grow&quot; effect	89	5294828	registered	N/A	https://www.gravatar.com/avatar/591ea055ee6db56d4aa51f81265b835b?s=128&d=identicon&r=PG&f=1	J.Aries	https://stackoverflow.com/users/5294828/j-aries	False	0	1458906309	N/A	1458906309	36219305	24503882
['javascript', 'jquery', 'html', 'css', 'animation']	149	3164386	registered	https://www.gravatar.com/avatar/cc59a0adadafffae6543235308bb7912?s=128&d=identicon&r=PG&f=1	emersonku	https://stackoverflow.com/users/3164386/emersonku	True	9464	4	6	1458906309	1404196788	1404299966	24503882	https://stackoverflow.com/questions/24503882/the-google-cards-flip-and-grow-effect	The Google card&#39;s &quot;Flip and Grow&quot; effect	719	2225845	registered	N/A	https://www.gravatar.com/avatar/aba03b2fa7a653e3884c3f150b142161?s=128&d=identicon&r=PG	jwhazel	https://stackoverflow.com/users/2225845/jwhazel	False	20	1410400626	1410400626	1410385634	25775633	24503882
['javascript', 'jquery', 'html', 'css', 'animation']	149	3164386	registered	https://www.gravatar.com/avatar/cc59a0adadafffae6543235308bb7912?s=128&d=identicon&r=PG&f=1	emersonku	https://stackoverflow.com/users/3164386/emersonku	True	9464	4	6	1458906309	1404196788	1404299966	24503882	https://stackoverflow.com/questions/24503882/the-google-cards-flip-and-grow-effect	The Google card&#39;s &quot;Flip and Grow&quot; effect	12526	3540289	registered	79	https://www.gravatar.com/avatar/e3b08b260d7a9b17407c920cd5356fde?s=128&d=identicon&r=PG&f=1	eirenaios	https://stackoverflow.com/users/3540289/eirenaios	True	5	1404200739	1404200739	1404197247	24503995	24503882
['javascript', 'jquery', 'html', 'css', 'animation']	149	3164386	registered	https://www.gravatar.com/avatar/cc59a0adadafffae6543235308bb7912?s=128&d=identicon&r=PG&f=1	emersonku	https://stackoverflow.com/users/3164386/emersonku	True	9464	4	6	1458906309	1404196788	1404299966	24503882	https://stackoverflow.com/questions/24503882/the-google-cards-flip-and-grow-effect	The Google card&#39;s &quot;Flip and Grow&quot; effect	2170	3064056	registered	87	https://i.stack.imgur.com/nXVXo.jpg?s=128&g=1	Tyler.z.yang	https://stackoverflow.com/users/3064056/tyler-z-yang	False	1	1404198125	N/A	1404198125	24504235	24503882
['javascript', 'jquery', 'html', 'css', 'animation']	7211	1348596	registered	https://www.gravatar.com/avatar/bfd67447bded12f9006d99866d2f0269?s=128&d=identicon&r=PG	danielrvt	https://stackoverflow.com/users/1348596/danielrvt	True	8229	1	6	1462887376	1462886755	N/A	37139956	https://stackoverflow.com/questions/37139956/html-canvas-constellation-background-animation	HTML + CANVAS: Constellation background animation	2856	309383	registered	100	https://i.stack.imgur.com/1C6ef.png?s=128&g=1	Dan H	https://stackoverflow.com/users/309383/dan-h	True	13	1462887376	N/A	1462887376	37140203	37139956
['javascript', 'jquery', 'html5', 'animation', 'css3']	46691	367401	registered	https://www.gravatar.com/avatar/b864b7510b2cb4ed4a96befe513fbb83?s=128&d=identicon&r=PG	BenM	https://stackoverflow.com/users/367401/benm	True	11101	6	6	1307440485	1303477908	N/A	5755765	https://stackoverflow.com/questions/5755765/using-jquery-html5-to-animate-a-circle	Using jQuery / HTML5 to animate a circle	209	188993	registered	100	https://i.stack.imgur.com/zTEMw.jpg?s=128&g=1	Baldur	https://stackoverflow.com/users/188993/baldur	False	1	1307440485	N/A	1307440485	6263541	5755765
['javascript', 'jquery', 'html5', 'animation', 'css3']	46691	367401	registered	https://www.gravatar.com/avatar/b864b7510b2cb4ed4a96befe513fbb83?s=128&d=identicon&r=PG	BenM	https://stackoverflow.com/users/367401/benm	True	11101	6	6	1307440485	1303477908	N/A	5755765	https://stackoverflow.com/questions/5755765/using-jquery-html5-to-animate-a-circle	Using jQuery / HTML5 to animate a circle	2265	778669	registered	N/A	https://www.gravatar.com/avatar/0462d310d79d58e2856bde95e8adcc6c?s=128&d=identicon&r=PG	Kus	https://stackoverflow.com/users/778669/kus	False	4	1306898775	N/A	1306898775	6195948	5755765
['javascript', 'jquery', 'html5', 'animation', 'css3']	46691	367401	registered	https://www.gravatar.com/avatar/b864b7510b2cb4ed4a96befe513fbb83?s=128&d=identicon&r=PG	BenM	https://stackoverflow.com/users/367401/benm	True	11101	6	6	1307440485	1303477908	N/A	5755765	https://stackoverflow.com/questions/5755765/using-jquery-html5-to-animate-a-circle	Using jQuery / HTML5 to animate a circle	4153	139054	registered	N/A	https://www.gravatar.com/avatar/e52850114741a3f3f2c80ad57787dca7?s=128&d=identicon&r=PG	scurker	https://stackoverflow.com/users/139054/scurker	True	4	1303485360	N/A	1303485360	5756862	5755765
['javascript', 'jquery', 'html5', 'animation', 'css3']	46691	367401	registered	https://www.gravatar.com/avatar/b864b7510b2cb4ed4a96befe513fbb83?s=128&d=identicon&r=PG	BenM	https://stackoverflow.com/users/367401/benm	True	11101	6	6	1307440485	1303477908	N/A	5755765	https://stackoverflow.com/questions/5755765/using-jquery-html5-to-animate-a-circle	Using jQuery / HTML5 to animate a circle	729	129346	registered	N/A	https://www.gravatar.com/avatar/0d4b07758e88c2ec9f8dcd5d2b25210a?s=128&d=identicon&r=PG	Icebob	https://stackoverflow.com/users/129346/icebob	False	1	1303482744	1303482744	1303482216	5756417	5755765
['javascript', 'jquery', 'html5', 'animation', 'css3']	46691	367401	registered	https://www.gravatar.com/avatar/b864b7510b2cb4ed4a96befe513fbb83?s=128&d=identicon&r=PG	BenM	https://stackoverflow.com/users/367401/benm	True	11101	6	6	1307440485	1303477908	N/A	5755765	https://stackoverflow.com/questions/5755765/using-jquery-html5-to-animate-a-circle	Using jQuery / HTML5 to animate a circle	113	361610	registered	N/A	https://www.gravatar.com/avatar/31b1928e3d035e5a411afd80b2cf4827?s=128&d=identicon&r=PG	ballpointcarrot	https://stackoverflow.com/users/361610/ballpointcarrot	False	0	1303482660	N/A	1303482660	5756478	5755765
['javascript', 'jquery', 'html5', 'animation', 'css3']	46691	367401	registered	https://www.gravatar.com/avatar/b864b7510b2cb4ed4a96befe513fbb83?s=128&d=identicon&r=PG	BenM	https://stackoverflow.com/users/367401/benm	True	11101	6	6	1307440485	1303477908	N/A	5755765	https://stackoverflow.com/questions/5755765/using-jquery-html5-to-animate-a-circle	Using jQuery / HTML5 to animate a circle	3762	157601	registered	78	https://www.gravatar.com/avatar/9655d76c160c25c4e9f5f779aa8aa56e?s=128&d=identicon&r=PG	Z. Zlatev	https://stackoverflow.com/users/157601/z-zlatev	False	0	1303482174	N/A	1303482174	5756406	5755765
['javascript', 'jquery', 'html', 'css', 'animation']	801	2225110	registered	https://i.stack.imgur.com/xGViu.png?s=128&g=1	Hugo	https://stackoverflow.com/users/2225110/hugo	True	799	4	6	1465497559	1465422737	1465437378	37713585	https://stackoverflow.com/questions/37713585/word-change-in-phase-css-vertical-animation-loop	Word change in phase, CSS vertical animation loop	1168	3190931	registered	N/A	https://www.gravatar.com/avatar/4f344c2da897cb7e4902eea7f1c7d392?s=128&d=identicon&r=PG&f=1	Nate Whittaker	https://stackoverflow.com/users/3190931/nate-whittaker	False	2	1465497559	1465497559	1465436941	37715636	37713585
['javascript', 'jquery', 'html', 'css', 'animation']	801	2225110	registered	https://i.stack.imgur.com/xGViu.png?s=128&g=1	Hugo	https://stackoverflow.com/users/2225110/hugo	True	799	4	6	1465497559	1465422737	1465437378	37713585	https://stackoverflow.com/questions/37713585/word-change-in-phase-css-vertical-animation-loop	Word change in phase, CSS vertical animation loop	7402	2397550	registered	100	https://i.stack.imgur.com/iAb8N.jpg?s=128&g=1	JoostS	https://stackoverflow.com/users/2397550/joosts	False	1	1465497167	1465497167	1465428398	37714562	37713585
['javascript', 'jquery', 'html', 'css', 'animation']	801	2225110	registered	https://i.stack.imgur.com/xGViu.png?s=128&g=1	Hugo	https://stackoverflow.com/users/2225110/hugo	True	799	4	6	1465497559	1465422737	1465437378	37713585	https://stackoverflow.com/questions/37713585/word-change-in-phase-css-vertical-animation-loop	Word change in phase, CSS vertical animation loop	5890	2212031	registered	90	https://www.gravatar.com/avatar/08b0e0e51adbb9af4a0ec4f06301b6ef?s=128&d=identicon&r=PG	Quentin Roy	https://stackoverflow.com/users/2212031/quentin-roy	True	3	1465489719	1465489719	1465439314	37715892	37713585
['javascript', 'jquery', 'html', 'css', 'animation']	801	2225110	registered	https://i.stack.imgur.com/xGViu.png?s=128&g=1	Hugo	https://stackoverflow.com/users/2225110/hugo	True	799	4	6	1465497559	1465422737	1465437378	37713585	https://stackoverflow.com/questions/37713585/word-change-in-phase-css-vertical-animation-loop	Word change in phase, CSS vertical animation loop	6182	2560539	registered	N/A	https://i.stack.imgur.com/RtVC8.png?s=128&g=1	Peter Darmis	https://stackoverflow.com/users/2560539/peter-darmis	False	1	1465431972	1465431972	1465431662	37715022	37713585
['javascript', 'jquery', 'html', 'css', 'animation']	4571	5217568	registered	https://i.stack.imgur.com/EFYW4.jpg?s=128&g=1	jmancherje	https://stackoverflow.com/users/5217568/jmancherje	True	7370	4	5	1462841067	1446686169	1446695907	33535055	https://stackoverflow.com/questions/33535055/how-to-reverse-a-jquery-animation-back-to-original-css-properties	How to reverse a jQuery animation back to original CSS properties	23612	1250044	registered	90	https://www.gravatar.com/avatar/f59bf88218f7061d4562ad6b6bad9ff3?s=128&d=identicon&r=PG	yckart	https://stackoverflow.com/users/1250044/yckart	False	0	1462841067	1462841067	1462836715	37127033	33535055
['javascript', 'jquery', 'html', 'css', 'animation']	4571	5217568	registered	https://i.stack.imgur.com/EFYW4.jpg?s=128&g=1	jmancherje	https://stackoverflow.com/users/5217568/jmancherje	True	7370	4	5	1462841067	1446686169	1446695907	33535055	https://stackoverflow.com/questions/33535055/how-to-reverse-a-jquery-animation-back-to-original-css-properties	How to reverse a jQuery animation back to original CSS properties	15596	684368	registered	85	https://i.stack.imgur.com/2zqqC.jpg?s=128&g=1	Dallas	https://stackoverflow.com/users/684368/dallas	False	1	1446696673	1446696673	1446687526	33535234	33535055
['javascript', 'jquery', 'html', 'css', 'animation']	4571	5217568	registered	https://i.stack.imgur.com/EFYW4.jpg?s=128&g=1	jmancherje	https://stackoverflow.com/users/5217568/jmancherje	True	7370	4	5	1462841067	1446686169	1446695907	33535055	https://stackoverflow.com/questions/33535055/how-to-reverse-a-jquery-animation-back-to-original-css-properties	How to reverse a jQuery animation back to original CSS properties	4654	3168107	registered	N/A	https://www.gravatar.com/avatar/a0b888c4ba023e4fef4aee1efa72bdd7?s=128&d=identicon&r=PG	Shikkediel	https://stackoverflow.com/users/3168107/shikkediel	False	2	1446690813	1446690813	1446689502	33535509	33535055
['javascript', 'jquery', 'html', 'css', 'animation']	4571	5217568	registered	https://i.stack.imgur.com/EFYW4.jpg?s=128&g=1	jmancherje	https://stackoverflow.com/users/5217568/jmancherje	True	7370	4	5	1462841067	1446686169	1446695907	33535055	https://stackoverflow.com/questions/33535055/how-to-reverse-a-jquery-animation-back-to-original-css-properties	How to reverse a jQuery animation back to original CSS properties	1517	4670340	registered	75	https://graph.facebook.com/588267014644160/picture?type=large	Olavi Sau	https://stackoverflow.com/users/4670340/olavi-sau	True	4	1446688380	1446688380	1446686772	33535138	33535055
['javascript', 'jquery', 'html', 'css', 'animation']	37359	2030321	registered	https://i.stack.imgur.com/ALZ1w.jpg?s=128&g=1	Chris	https://stackoverflow.com/users/2030321/chris	True	616	4	5	1462170499	1458296821	1462170499	36081947	https://stackoverflow.com/questions/36081947/toggle-an-animation-over-an-element-of-a-grid-and-fadein-out-the-other-elements	Toggle an animation over an element of a grid and fadein/out the other elements	562	3233135	registered	N/A	https://i.stack.imgur.com/XTYPr.jpg?s=128&g=1	Ajay Malhotra	https://stackoverflow.com/users/3233135/ajay-malhotra	False	0	1459165403	1459165403	1458300314	36083146	36081947
